date,platform,campaign_type,industry,country,impressions,clicks,ad_spend,conversions,revenue
2024-05-01,TikTok Ads,Display,SaaS,Australia,140440,11825,8041.0,748,31071.69
2024-05-01,Meta Ads,Search,E-commerce,Canada,7196,287,634.27,10,693.26
2024-05-01,Meta Ads,Display,E-commerce,Canada,68843,633,563.37,25,2441.19
2024-05-02,Google Ads,Video,EdTech,UAE,117333,2898,11389.14,48,5367.73
2024-05-02,Google Ads,Display,SaaS,Australia,127232,3867,11407.65,177,6676.28
2024-05-02,Meta Ads,Display,SaaS,USA,108717,1435,2511.25,108,22074.54
2024-05-02,Meta Ads,Display,Fintech,India,113889,4623,5501.37,362,19216.96
2024-05-03,Meta Ads,Video,Healthcare,India,189221,7587,6904.17,80,2769.22
2024-05-03,Google Ads,Search,Healthcare,India,136135,7936,10792.96,406,40442.85
2024-05-03,Meta Ads,Shopping,Fintech,Australia,143541,1980,2791.8,152,42063.3
2024-05-04,TikTok Ads,Display,EdTech,Germany,120210,6455,11489.9,289,23286.47
2024-05-04,Google Ads,Search,Healthcare,UK,106277,6961,20604.56,180,42397.44
2024-05-05,Meta Ads,Search,Healthcare,Canada,76155,3548,4435.0,243,30659.34
2024-05-05,TikTok Ads,Video,EdTech,UAE,192428,9967,15947.2,570,78044.55
2024-05-05,Google Ads,Video,SaaS,USA,190541,9527,20673.59,157,5416.71
2024-05-05,Google Ads,Shopping,SaaS,Germany,134157,3407,8210.87,147,41434.67
2024-05-05,Google Ads,Video,E-commerce,Canada,43634,1937,4610.06,58,15065.19
2024-05-05,Google Ads,Shopping,EdTech,USA,93534,3544,3366.8,187,32280.5
2024-05-05,Meta Ads,Shopping,Healthcare,India,160182,4901,4999.02,88,22338.67
2024-05-06,Meta Ads,Search,EdTech,USA,199472,5286,6977.52,192,17789.77
2024-05-06,Meta Ads,Search,E-commerce,USA,177224,2374,3727.18,142,18303.42
2024-05-06,Google Ads,Search,EdTech,UK,51666,2965,8657.8,80,16836.59
2024-05-06,Meta Ads,Video,EdTech,USA,34404,1204,1709.68,94,17655.16
2024-05-06,Meta Ads,Shopping,SaaS,Canada,10177,413,764.05,16,4058.36
2024-05-07,Meta Ads,Display,SaaS,UAE,70030,1470,2469.6,90,9384.9
2024-05-07,TikTok Ads,Display,SaaS,UK,145497,4743,1660.05,313,81349.35
2024-05-07,Meta Ads,Shopping,Healthcare,Australia,46516,772,455.48,39,4874.74
2024-05-07,Google Ads,Search,EdTech,Canada,15589,285,336.3,10,1359.76
2024-05-08,Meta Ads,Shopping,E-commerce,Germany,49864,2074,3629.5,73,14018.44
2024-05-08,Google Ads,Video,Fintech,UAE,77796,3703,9887.01,182,43235.35
2024-05-09,Google Ads,Video,SaaS,Canada,188202,7189,8267.35,376,88923.49
2024-05-09,Google Ads,Shopping,EdTech,Australia,173913,5860,20275.6,111,20779.66
2024-05-09,TikTok Ads,Video,Fintech,Australia,41839,2991,2961.09,45,9665.89
2024-05-09,Meta Ads,Display,Healthcare,Germany,113957,3008,7008.64,127,17960.45
2024-05-09,TikTok Ads,Video,E-commerce,UK,126854,7243,5866.83,474,55705.28
2024-05-10,Meta Ads,Display,E-commerce,UAE,29485,1341,1890.81,46,4626.55
2024-05-10,Google Ads,Display,EdTech,UAE,74672,2665,4157.4,129,32318.91
2024-05-10,TikTok Ads,Display,Healthcare,Canada,92601,4065,2113.8,324,24076.73
2024-05-10,Google Ads,Video,E-commerce,India,94412,4786,6173.94,343,93767.6
2024-05-11,TikTok Ads,Display,Healthcare,UAE,179870,7500,10800.0,112,5446.79
2024-05-11,Meta Ads,Shopping,EdTech,UK,68472,2601,3589.38,63,17508.47
2024-05-11,Google Ads,Video,SaaS,UAE,132441,2436,5091.24,135,8958.33
2024-05-11,Google Ads,Search,SaaS,Canada,89833,4536,16964.64,166,42497.44
2024-05-11,Meta Ads,Video,Healthcare,UK,172108,6109,13928.52,435,13163.33
2024-05-11,Meta Ads,Search,EdTech,USA,112596,2668,3201.6,39,10899.61
2024-05-12,Meta Ads,Video,EdTech,UK,174579,3247,4318.51,187,41760.07
2024-05-12,Google Ads,Display,Fintech,UAE,26352,1697,2901.87,126,31980.19
2024-05-12,TikTok Ads,Search,EdTech,Germany,118483,8826,14915.94,570,139364.5
2024-05-13,Google Ads,Video,E-commerce,Australia,34402,1314,4323.06,17,1273.24
2024-05-13,Meta Ads,Display,SaaS,USA,163253,1779,907.29,121,18762.73
2024-05-13,Google Ads,Search,EdTech,USA,71267,3962,3684.66,287,50107.59
2024-05-13,Google Ads,Video,SaaS,Canada,108187,2423,6469.41,179,29012.87
2024-05-13,Google Ads,Display,EdTech,Canada,140875,6818,15340.5,142,28774.25
2024-05-13,Meta Ads,Shopping,EdTech,Germany,32488,919,1773.67,32,7341.13
2024-05-14,Google Ads,Search,SaaS,Australia,140747,8571,27855.75,332,48279.89
2024-05-14,Google Ads,Video,E-commerce,Canada,96178,4328,14542.08,275,37193.1
2024-05-15,Google Ads,Video,Fintech,UAE,128962,7337,9904.95,226,26098.81
2024-05-15,Google Ads,Search,Healthcare,India,139648,4398,13194.0,347,82597.15
2024-05-15,Meta Ads,Video,SaaS,Germany,143383,3412,3480.24,117,19100.2
2024-05-15,Meta Ads,Shopping,Fintech,UAE,163564,1946,1284.36,72,6787.22
2024-05-16,Meta Ads,Video,E-commerce,UAE,62545,606,1187.76,37,5627.66
2024-05-16,Google Ads,Video,EdTech,Canada,20534,993,2849.91,49,1762.93
2024-05-16,Google Ads,Shopping,Healthcare,UAE,126292,5165,7695.85,110,14074.18
2024-05-16,TikTok Ads,Shopping,E-commerce,Canada,140121,4778,4109.08,291,84859.67
2024-05-16,TikTok Ads,Search,EdTech,UAE,77882,3029,1423.63,228,44433.62
2024-05-17,Google Ads,Display,SaaS,UAE,138291,3318,2753.94,217,12761.51
2024-05-17,Google Ads,Search,E-commerce,UK,88384,3641,4442.02,89,4077.32
2024-05-17,Google Ads,Display,EdTech,Canada,12086,594,1461.24,21,3418.15
2024-05-17,TikTok Ads,Video,Healthcare,UAE,116301,4198,6087.1,212,37780.9
2024-05-17,Google Ads,Display,E-commerce,Australia,107885,3344,6988.96,262,51456.48
2024-05-17,TikTok Ads,Shopping,E-commerce,USA,72986,3379,5980.83,188,17387.72
2024-05-17,Google Ads,Display,Healthcare,Germany,195610,9956,23595.72,401,116291.87
2024-05-17,Google Ads,Search,Healthcare,USA,159251,9172,26048.48,407,30602.6
2024-05-17,Meta Ads,Video,SaaS,USA,82948,2347,5421.57,65,10510.94
2024-05-18,Meta Ads,Search,EdTech,UAE,14491,259,440.3,3,260.32
2024-05-18,Meta Ads,Search,Fintech,USA,57712,848,763.2,64,2136.83
2024-05-18,Google Ads,Display,SaaS,UAE,13294,583,804.54,46,11553.7
2024-05-18,Meta Ads,Video,E-commerce,UK,25077,341,143.22,5,779.52
2024-05-19,TikTok Ads,Shopping,SaaS,India,176946,13784,11854.24,743,208986.19
2024-05-19,Google Ads,Display,Fintech,UK,64567,1439,3295.31,64,4231.38
2024-05-19,TikTok Ads,Shopping,E-commerce,UK,96432,7155,2504.25,336,47954.95
2024-05-19,Google Ads,Display,E-commerce,UAE,12644,572,1269.84,36,7362.94
2024-05-20,Google Ads,Search,SaaS,Australia,159741,6868,9409.16,336,33272.11
2024-05-20,Meta Ads,Shopping,EdTech,Germany,121477,1834,898.66,98,10542.66
2024-05-20,Meta Ads,Video,E-commerce,USA,83678,2761,4583.26,35,4630.48
2024-05-20,Meta Ads,Display,EdTech,UK,64799,842,1473.5,52,15157.93
2024-05-20,Meta Ads,Shopping,EdTech,UAE,85846,2274,977.82,113,8382.57
2024-05-21,TikTok Ads,Display,EdTech,UK,152235,6104,4455.92,252,48424.44
2024-05-21,Meta Ads,Shopping,Healthcare,Germany,119427,1146,2211.78,27,5094.36
2024-05-21,Meta Ads,Video,Fintech,UAE,12253,468,360.36,9,1433.96
2024-05-21,Meta Ads,Search,Healthcare,Germany,20993,583,746.24,45,4493.83
2024-05-21,Google Ads,Video,SaaS,Germany,30343,743,2266.15,39,7450.31
2024-05-21,Google Ads,Video,EdTech,UK,56305,1644,2712.6,126,24269.48
2024-05-21,Meta Ads,Display,SaaS,India,157455,3810,4724.4,244,55928.06
2024-05-21,Meta Ads,Video,E-commerce,India,15865,528,992.64,39,3165.22
2024-05-22,TikTok Ads,Display,Fintech,Germany,70428,3310,3872.7,164,25462.93
2024-05-22,Meta Ads,Shopping,SaaS,Germany,46603,955,658.95,23,2614.49
2024-05-22,Meta Ads,Search,EdTech,UK,184702,5134,10319.34,70,16883.49
2024-05-22,Meta Ads,Display,SaaS,USA,165321,4447,6937.32,301,23975.23
2024-05-23,TikTok Ads,Shopping,EdTech,Canada,91900,4696,2488.88,367,109696.83
2024-05-23,Google Ads,Display,SaaS,Germany,116041,6428,11249.0,74,13873.48
2024-05-23,TikTok Ads,Shopping,EdTech,Australia,30517,2575,2060.0,205,7811.94
2024-05-23,Google Ads,Display,Fintech,USA,117036,3569,7601.97,178,11935.14
2024-05-23,Meta Ads,Shopping,Healthcare,UK,130611,2207,1611.11,44,9567.41
2024-05-23,Google Ads,Video,E-commerce,Germany,162242,5110,13643.7,118,30643.55
2024-05-23,Meta Ads,Shopping,E-commerce,Canada,75628,794,397.0,49,3639.22
2024-05-24,TikTok Ads,Shopping,Fintech,India,174160,9683,17816.72,512,73177.92
2024-05-24,Meta Ads,Shopping,EdTech,India,172516,6314,4546.08,335,82096.8
2024-05-24,TikTok Ads,Display,SaaS,UK,29089,1076,699.4,40,8233.32
2024-05-24,Google Ads,Video,Healthcare,Canada,102648,2330,5941.5,157,28653.63
2024-05-24,Meta Ads,Display,E-commerce,Canada,196354,2945,3268.95,177,7478.3
2024-05-24,Meta Ads,Display,Healthcare,Canada,159044,2385,3935.25,184,35387.51
2024-05-24,Meta Ads,Video,SaaS,Germany,22139,458,196.94,8,2367.39
2024-05-25,Google Ads,Video,E-commerce,Australia,104134,3603,12466.38,234,14496.48
2024-05-25,Meta Ads,Display,Fintech,UK,80139,2436,3848.88,37,4653.12
2024-05-25,Google Ads,Search,E-commerce,India,65107,1777,2896.51,128,29612.56
2024-05-25,Google Ads,Display,Fintech,Germany,116972,6269,17741.27,83,8852.61
2024-05-25,Google Ads,Shopping,SaaS,Germany,194928,9161,17222.68,571,17839.23
2024-05-26,Meta Ads,Video,SaaS,Canada,147483,2138,1218.66,159,42434.18
2024-05-26,Google Ads,Video,Healthcare,Canada,123696,6531,16849.98,466,62974.93
2024-05-26,TikTok Ads,Search,E-commerce,Canada,143518,10491,8917.35,313,46285.52
2024-05-26,Google Ads,Display,Healthcare,Australia,25967,656,1764.64,24,1078.62
2024-05-26,Google Ads,Video,SaaS,Canada,27593,896,2141.44,48,8087.57
2024-05-26,TikTok Ads,Display,EdTech,Germany,145631,4194,3522.96,59,15427.34
2024-05-26,Google Ads,Search,Fintech,UAE,88442,2485,7181.65,69,12989.18
2024-05-27,TikTok Ads,Shopping,Fintech,USA,66842,2339,3274.6,123,14081.65
2024-05-27,Google Ads,Search,Fintech,Canada,161554,6252,19068.6,361,57767.01
2024-05-27,Google Ads,Search,SaaS,Germany,15470,529,634.8,5,1223.76
2024-05-28,Meta Ads,Shopping,Fintech,Australia,16344,452,406.8,5,1102.53
2024-05-28,Meta Ads,Search,EdTech,India,49789,622,1293.76,48,7704.96
2024-05-28,Google Ads,Display,Healthcare,India,23375,1175,1668.5,15,1524.57
2024-05-28,Google Ads,Display,EdTech,USA,169909,7781,19452.5,124,26123.28
2024-05-28,TikTok Ads,Video,Fintech,India,150250,7196,4821.32,534,36153.63
2024-05-29,TikTok Ads,Shopping,Healthcare,Germany,37261,1591,1718.28,40,8930.04
2024-05-29,TikTok Ads,Video,Fintech,USA,76922,2669,3523.08,110,12940.72
2024-05-30,TikTok Ads,Video,Healthcare,UAE,109733,6616,6020.56,516,53965.61
2024-05-31,Google Ads,Search,Fintech,USA,50201,2198,4945.5,112,12918.19
2024-05-31,Meta Ads,Video,E-commerce,Germany,196929,2382,3096.6,143,38447.59
2024-05-31,Google Ads,Search,Fintech,UAE,50111,2320,6333.6,153,30016.66
2024-05-31,Google Ads,Display,SaaS,USA,183373,7169,11111.95,342,18314.28
2024-05-31,Google Ads,Display,SaaS,Canada,117000,7979,11729.13,366,14373.81
2024-05-31,Google Ads,Display,Healthcare,Germany,18696,327,853.47,8,1284.99
2024-05-31,Google Ads,Display,EdTech,Canada,177220,4607,10688.24,114,9297.03
2024-06-01,Google Ads,Shopping,EdTech,Australia,18149,918,1487.16,14,3557.93
2024-06-01,TikTok Ads,Search,E-commerce,Canada,49659,2413,3498.85,191,38157.72
2024-06-01,TikTok Ads,Shopping,Healthcare,Canada,52368,3351,2044.11,117,12829.28
2024-06-01,Google Ads,Shopping,SaaS,UAE,154088,9106,29503.44,294,42565.78
2024-06-02,Meta Ads,Search,EdTech,USA,37994,1379,1461.74,58,7343.12
2024-06-02,Meta Ads,Shopping,SaaS,Canada,52013,1565,1611.95,23,6481.69
2024-06-02,Google Ads,Search,SaaS,Germany,162786,7406,10738.7,513,67523.57
2024-06-02,Google Ads,Search,EdTech,USA,16955,440,800.8,30,3274.44
2024-06-02,TikTok Ads,Video,EdTech,India,26471,1890,1776.6,74,21647.86
2024-06-03,Meta Ads,Video,Fintech,UAE,182718,2558,3478.88,124,28756.15
2024-06-03,TikTok Ads,Shopping,E-commerce,UAE,62600,3142,2230.82,245,17495.08
2024-06-03,TikTok Ads,Shopping,Fintech,India,80885,3995,1757.8,79,10692.34
2024-06-03,Meta Ads,Search,EdTech,Germany,186845,4204,7609.24,275,24004.25
2024-06-03,TikTok Ads,Display,EdTech,USA,93635,4363,5933.68,117,29999.39
2024-06-03,Google Ads,Video,SaaS,UK,113502,2235,2704.35,34,6126.9
2024-06-03,TikTok Ads,Shopping,E-commerce,Canada,77726,2557,1252.93,37,2932.31
2024-06-04,Google Ads,Video,Healthcare,USA,33141,798,2625.42,42,7236.65
2024-06-04,Google Ads,Video,SaaS,Canada,113368,5260,6890.6,168,8983.58
2024-06-04,Meta Ads,Display,E-commerce,India,56986,1270,1181.1,13,3679.26
2024-06-04,Meta Ads,Search,E-commerce,Australia,16920,389,478.47,15,3222.58
2024-06-05,Meta Ads,Shopping,Fintech,Germany,15789,423,765.63,7,1223.95
2024-06-05,Google Ads,Search,EdTech,Australia,25103,710,1661.4,24,1896.75
2024-06-05,TikTok Ads,Video,Healthcare,Australia,180309,5823,3784.95,232,46549.68
2024-06-05,Meta Ads,Search,E-commerce,India,79462,2058,1811.04,146,7813.85
2024-06-05,TikTok Ads,Search,Fintech,Australia,179120,8794,8442.24,646,31918.96
2024-06-05,Meta Ads,Video,Healthcare,USA,118591,4043,4649.45,303,36581.13
2024-06-05,Google Ads,Display,Healthcare,UK,151595,9262,16301.12,572,85249.68
2024-06-05,Meta Ads,Shopping,EdTech,UK,98276,2368,3338.88,115,21637.86
2024-06-05,Google Ads,Video,EdTech,UAE,109148,3951,7072.29,249,56329.34
2024-06-06,Google Ads,Search,SaaS,UAE,187941,9303,21675.99,528,92564.99
2024-06-06,Google Ads,Display,E-commerce,Australia,58266,2651,3234.22,103,3487.43
2024-06-06,Meta Ads,Video,Fintech,Canada,133684,2018,3470.96,44,11449.27
2024-06-06,Meta Ads,Shopping,E-commerce,UK,61395,2038,4809.68,102,16290.15
2024-06-07,Meta Ads,Video,E-commerce,India,57375,843,1357.23,40,9739.81
2024-06-07,Meta Ads,Display,SaaS,Canada,196675,4031,7941.07,186,27686.79
2024-06-07,Meta Ads,Search,Fintech,Canada,123171,3756,6986.16,52,7553.6
2024-06-07,TikTok Ads,Video,Fintech,Canada,196745,13240,21581.2,761,195233.42
2024-06-08,Meta Ads,Shopping,SaaS,USA,196962,5081,10466.86,282,24196.95
2024-06-08,Google Ads,Video,Fintech,Germany,96658,2822,9510.14,112,25060.16
2024-06-08,Meta Ads,Shopping,Fintech,Germany,194121,6270,4326.3,133,11409.44
2024-06-08,Meta Ads,Shopping,SaaS,UK,12712,212,360.4,9,375.03
2024-06-08,Meta Ads,Display,Healthcare,UK,194674,3601,5221.45,165,8945.17
2024-06-09,Meta Ads,Display,EdTech,Germany,79441,3082,1633.46,100,29391.59
2024-06-09,TikTok Ads,Shopping,EdTech,USA,12345,456,282.72,21,5118.94
2024-06-09,Google Ads,Search,EdTech,Canada,107548,4258,13625.6,145,17656.92
2024-06-09,TikTok Ads,Shopping,E-commerce,Australia,161904,4339,4555.95,178,22405.85
2024-06-09,Google Ads,Shopping,SaaS,UK,83334,3341,5779.93,256,32514.9
2024-06-09,Meta Ads,Search,SaaS,UK,119863,1114,1370.22,75,21180.36
2024-06-10,TikTok Ads,Video,Fintech,USA,141643,8526,3921.96,379,51038.1
2024-06-10,TikTok Ads,Search,Fintech,India,12784,1055,400.9,67,12031.35
2024-06-10,Google Ads,Search,E-commerce,UAE,119235,5258,5783.8,141,24150.02
2024-06-11,Meta Ads,Video,E-commerce,Australia,102229,2146,1309.06,52,14121.79
2024-06-11,Meta Ads,Shopping,Healthcare,USA,16344,534,480.6,11,465.35
2024-06-12,Google Ads,Shopping,E-commerce,USA,70618,3601,8030.23,145,7976.29
2024-06-13,Google Ads,Shopping,Fintech,Germany,132157,2999,2789.07,152,21855.26
2024-06-13,Google Ads,Video,Fintech,UAE,105814,6126,17091.54,289,45447.24
2024-06-13,TikTok Ads,Search,EdTech,UAE,139511,8384,11318.4,209,26357.3
2024-06-13,Meta Ads,Video,E-commerce,Australia,61284,1574,2392.48,32,3680.82
2024-06-13,Google Ads,Video,E-commerce,UAE,16766,846,2081.16,34,7254.65
2024-06-13,Google Ads,Shopping,E-commerce,India,141455,2673,7537.86,122,19810.32
2024-06-14,Meta Ads,Search,Healthcare,USA,140372,4548,6549.12,125,23552.19
2024-06-14,Google Ads,Display,SaaS,India,160579,7804,10613.44,193,9996.49
2024-06-14,Google Ads,Video,EdTech,USA,40306,1176,999.6,41,11838.48
2024-06-15,TikTok Ads,Video,Healthcare,USA,92313,5991,5092.35,267,10489.07
2024-06-15,TikTok Ads,Shopping,SaaS,India,147355,7485,6811.35,81,14520.06
2024-06-15,TikTok Ads,Video,EdTech,UK,101176,6505,6244.8,459,44008.34
2024-06-15,Meta Ads,Shopping,Fintech,India,130056,3537,2051.46,207,27550.99
2024-06-15,Google Ads,Shopping,E-commerce,USA,138135,7721,12816.86,112,4652.6
2024-06-15,TikTok Ads,Video,EdTech,Canada,144585,8357,4345.64,412,78373.31
2024-06-16,Meta Ads,Search,E-commerce,Australia,136637,4399,5762.69,254,21909.38
2024-06-17,Google Ads,Display,Healthcare,India,54976,2611,3446.52,187,8230.48
2024-06-17,Meta Ads,Shopping,SaaS,India,127872,2953,1742.27,150,15282.38
2024-06-17,Meta Ads,Video,Healthcare,Germany,36017,1210,1222.1,28,1258.31
2024-06-17,Meta Ads,Shopping,EdTech,Australia,83591,2499,4198.32,84,18620.43
2024-06-17,Google Ads,Video,Fintech,Australia,127475,7342,17180.28,574,74747.49
2024-06-18,Google Ads,Search,Healthcare,UAE,184889,6212,13480.04,73,2434.91
2024-06-18,Google Ads,Display,E-commerce,Germany,89263,3695,6540.15,155,19291.23
2024-06-18,TikTok Ads,Video,E-commerce,India,143519,10519,9046.34,673,28878.71
2024-06-18,Meta Ads,Video,SaaS,UAE,54864,1876,2851.52,121,23640.39
2024-06-19,TikTok Ads,Display,EdTech,Germany,99202,6428,9899.12,165,34456.26
2024-06-19,Google Ads,Display,SaaS,Germany,178567,8374,11137.42,98,8808.29
2024-06-19,Meta Ads,Search,Fintech,UAE,153530,3899,9006.69,302,21392.38
2024-06-19,Meta Ads,Display,Fintech,UAE,91706,1650,2772.0,80,8391.32
2024-06-19,Google Ads,Shopping,Healthcare,UK,172570,3692,7974.72,53,15699.11
2024-06-19,Meta Ads,Shopping,Fintech,Australia,134986,4346,7083.98,149,28100.44
2024-06-19,Meta Ads,Display,E-commerce,India,88717,816,1525.92,46,4879.02
2024-06-19,Meta Ads,Search,SaaS,USA,149446,6456,14138.64,397,118768.88
2024-06-20,Meta Ads,Video,EdTech,Germany,29502,604,972.44,30,5842.59
2024-06-20,Meta Ads,Display,Healthcare,India,132208,3133,4918.81,183,53669.78
2024-06-20,Meta Ads,Video,EdTech,Germany,95987,1919,3281.49,124,28533.79
2024-06-21,TikTok Ads,Display,Healthcare,USA,42019,2979,4498.29,234,56724.23
2024-06-21,Meta Ads,Display,EdTech,UAE,150486,6230,7538.3,243,55217.61
2024-06-21,Meta Ads,Shopping,Healthcare,Australia,76880,1798,2121.64,91,8926.11
2024-06-21,TikTok Ads,Search,Fintech,Germany,186434,8743,14425.95,87,21530.58
2024-06-21,TikTok Ads,Display,EdTech,Canada,102519,4285,5142.0,137,26733.75
2024-06-22,Meta Ads,Search,E-commerce,India,81023,1944,2546.64,146,32752.99
2024-06-22,Google Ads,Video,Healthcare,UK,115415,3866,12719.14,280,61322.57
2024-06-22,TikTok Ads,Display,Fintech,UK,187663,10790,7445.1,121,18190.79
2024-06-22,Meta Ads,Video,EdTech,Australia,35398,1044,469.8,20,1596.24
2024-06-22,TikTok Ads,Shopping,E-commerce,India,130645,8243,7830.85,356,16420.6
2024-06-23,Meta Ads,Display,E-commerce,India,164937,4453,4809.24,129,35127.5
2024-06-23,Google Ads,Search,SaaS,Canada,119397,3868,6962.4,193,35393.3
2024-06-23,Google Ads,Search,EdTech,UK,11305,562,966.64,42,8107.06
2024-06-23,Google Ads,Display,Fintech,UAE,118710,4036,10009.28,235,28657.57
2024-06-23,Google Ads,Video,SaaS,Australia,121565,2601,5306.04,176,34156.84
2024-06-23,Google Ads,Search,EdTech,UK,158778,7256,10884.0,431,17905.23
2024-06-23,Meta Ads,Search,Healthcare,Australia,57203,1029,895.23,11,1505.4
2024-06-23,Meta Ads,Display,EdTech,Australia,169849,5927,5571.38,437,105321.92
2024-06-24,Google Ads,Display,Fintech,UAE,117217,5602,19550.98,411,75729.26
2024-06-24,Google Ads,Shopping,Healthcare,UK,96575,4925,11820.0,181,7335.74
2024-06-24,Google Ads,Search,Fintech,UK,117660,6388,11562.28,331,17255.28
2024-06-24,Google Ads,Video,E-commerce,Australia,117223,7935,16028.7,166,47449.87
2024-06-24,Google Ads,Shopping,E-commerce,Germany,184030,5649,12597.27,90,23192.98
2024-06-24,Google Ads,Display,SaaS,Germany,180848,5515,18309.8,362,84316.14
2024-06-24,Meta Ads,Shopping,Healthcare,UAE,74859,1661,2242.35,101,6046.11
2024-06-24,Meta Ads,Video,Healthcare,India,93003,1283,2258.08,49,1614.11
2024-06-25,TikTok Ads,Search,EdTech,India,86257,4597,3815.51,301,80903.28
2024-06-25,Google Ads,Video,EdTech,UK,132152,7572,8632.08,552,115644.47
2024-06-25,TikTok Ads,Search,Fintech,UK,20185,878,535.58,27,7476.28
2024-06-25,Google Ads,Search,E-commerce,UAE,88323,3965,9357.4,95,8337.4
2024-06-25,Google Ads,Display,Healthcare,UAE,162454,4337,6809.09,329,13568.06
2024-06-26,Google Ads,Shopping,EdTech,USA,133588,6545,10995.6,241,34421.71
2024-06-26,TikTok Ads,Search,SaaS,USA,7889,416,416.0,16,2147.95
2024-06-26,TikTok Ads,Search,SaaS,Germany,131244,5604,2129.52,229,65541.49
2024-06-26,Meta Ads,Shopping,Fintech,USA,52940,1281,1921.5,37,8409.06
2024-06-26,Meta Ads,Video,SaaS,Germany,157955,2780,1723.6,202,49191.36
2024-06-26,Google Ads,Video,SaaS,USA,30169,1523,2193.12,34,8282.71
2024-06-26,Google Ads,Shopping,E-commerce,UK,143944,7873,16612.03,513,65899.82
2024-06-27,TikTok Ads,Display,Healthcare,USA,112392,4934,8091.76,363,91221.43
2024-06-27,Meta Ads,Video,SaaS,UK,117696,4531,4938.79,325,19270.73
2024-06-27,Meta Ads,Shopping,Fintech,USA,198899,2923,5758.31,95,3750.0
2024-06-27,Meta Ads,Search,Healthcare,USA,49456,801,1489.86,50,4108.2
2024-06-27,Meta Ads,Display,EdTech,UAE,140460,2753,1404.03,87,18763.62
2024-06-27,Meta Ads,Search,Fintech,UK,115540,1686,2663.88,87,20354.07
2024-06-27,Google Ads,Display,EdTech,UAE,36391,1684,6045.56,18,4868.51
2024-06-28,Google Ads,Display,SaaS,Australia,188419,10231,21996.65,754,134062.71
2024-06-28,Google Ads,Video,SaaS,India,118415,6500,11310.0,458,110383.15
2024-06-28,Meta Ads,Display,SaaS,UK,169818,4992,9484.8,146,26864.23
2024-06-28,Google Ads,Search,Healthcare,UAE,83488,4049,4656.35,45,2103.0
2024-06-28,Google Ads,Video,Healthcare,UAE,134814,2804,5355.64,195,46646.16
2024-06-28,Google Ads,Search,Fintech,UK,196883,10119,14976.12,636,121588.49
2024-06-28,Google Ads,Search,E-commerce,USA,78532,4735,13352.7,310,45765.16
2024-06-28,Meta Ads,Search,E-commerce,USA,81759,1316,1184.4,46,6171.89
2024-06-29,Google Ads,Display,Healthcare,USA,35346,1279,3248.66,48,1649.56
2024-06-29,Meta Ads,Shopping,Fintech,Germany,147412,3670,4293.9,162,38717.46
2024-06-29,Google Ads,Video,EdTech,UAE,93545,2974,3449.84,58,4267.11
2024-06-29,Google Ads,Display,EdTech,UK,146332,7184,20115.2,366,40775.67
2024-06-30,Google Ads,Shopping,Fintech,Canada,72526,2146,3347.76,168,25859.74
2024-06-30,Meta Ads,Video,E-commerce,Germany,59131,1425,1482.0,66,19372.57
2024-06-30,Google Ads,Display,EdTech,USA,83972,4903,14218.7,341,36574.45
2024-06-30,Google Ads,Display,E-commerce,India,64757,3976,5685.68,58,4380.33
2024-06-30,Google Ads,Shopping,SaaS,UAE,79681,2916,6823.44,184,46327.26
2024-07-02,TikTok Ads,Shopping,SaaS,Canada,97254,3374,5567.1,63,17255.15
2024-07-02,Google Ads,Display,Fintech,UAE,32428,603,970.83,47,11645.06
2024-07-02,Google Ads,Display,EdTech,Germany,87481,4181,12041.28,104,28643.42
2024-07-03,Google Ads,Shopping,Healthcare,Canada,183428,4549,9598.39,135,6604.0
2024-07-03,Google Ads,Display,Fintech,UK,46585,1504,3308.8,85,13372.82
2024-07-03,TikTok Ads,Display,EdTech,USA,163328,4981,6027.01,142,21158.33
2024-07-03,Google Ads,Video,EdTech,Canada,82604,5146,14820.48,75,11977.45
2024-07-04,Meta Ads,Shopping,Fintech,USA,185798,5889,5300.1,400,41326.63
2024-07-04,Google Ads,Search,Healthcare,USA,18877,545,1744.0,26,5981.0
2024-07-04,TikTok Ads,Search,E-commerce,UAE,162826,7815,12816.6,120,13520.75
2024-07-04,Google Ads,Shopping,Fintech,Australia,126246,4203,8616.15,290,31939.46
2024-07-04,TikTok Ads,Video,EdTech,India,21689,895,850.25,22,4747.38
2024-07-04,Meta Ads,Display,SaaS,India,88698,1073,987.16,43,5727.99
2024-07-05,Google Ads,Search,Fintech,UK,6881,357,817.53,5,872.75
2024-07-05,TikTok Ads,Display,SaaS,UK,113190,3984,5617.44,172,10269.39
2024-07-05,Meta Ads,Shopping,Healthcare,UK,42236,1013,1448.59,29,4720.08
2024-07-06,Meta Ads,Display,EdTech,USA,194933,4054,8229.62,197,9992.76
2024-07-06,TikTok Ads,Search,Healthcare,UAE,70195,4239,6019.38,234,38776.78
2024-07-06,TikTok Ads,Display,Healthcare,UK,89224,5255,10457.45,336,94667.83
2024-07-06,TikTok Ads,Video,Healthcare,Australia,95975,3848,6849.44,66,6246.82
2024-07-06,Google Ads,Search,Healthcare,Germany,103053,2607,5709.33,194,39533.49
2024-07-06,Meta Ads,Shopping,E-commerce,UK,80888,2070,1531.8,71,19601.22
2024-07-06,TikTok Ads,Video,SaaS,Canada,187411,15667,6736.81,996,51799.95
